6.784781813621520996e-02 2.182513952255249023e+00 -3.392800316214561462e-02 0.000000000000000000e+00 3.004561805725097656e+01
7.366425313704363931e-15 2.183766126632690430e+00 1.696400158107280731e-02 0.000000000000000000e+00 3.004561805725097656e+01
-3.391879051923751831e-02 2.182975292205810547e+00 5.089200660586357117e-02 0.000000000000000000e+00 3.004561805725097656e+01
-9.968646615743637085e-02 2.136503458023071289e+00 4.410640597343444824e-01 0.000000000000000000e+00 3.004561805725097656e+01
-1.331283301115036011e-01 2.138115644454956055e+00 -4.241000711917877197e-01 0.000000000000000000e+00 3.004561805725097656e+01
1.162929981946945190e-01 2.492418527603149414e+00 5.816229432821273804e-02 0.000000000000000000e+00 4.926461410522460938e+01
7.607333362102508545e-02 2.447110414505004883e+00 4.846857786178588867e-01 0.000000000000000000e+00 4.926461410522460938e+01
8.271422419605170551e-15 2.452051162719726562e+00 -4.652983546257019043e-01 0.000000000000000000e+00 4.926461410522460938e+01
-3.876433148980140686e-02 2.494828939437866211e+00 -5.816229432821273804e-02 0.000000000000000000e+00 4.926461410522460938e+01
-1.163210794329643250e-01 2.493020534515380859e+00 1.938743144273757935e-02 0.000000000000000000e+00 4.926461410522460938e+01
-1.550807356834411621e-01 2.490683317184448242e+00 3.877486288547515869e-02 0.000000000000000000e+00 4.926461410522460938e+01
1.289400160312652588e-01 2.763472318649291992e+00 -4.798389375209808350e-01 0.000000000000000000e+00 5.745822143554687500e+01
8.724343776702880859e-02 2.806428194046020508e+00 -7.892836702786006336e-16 0.000000000000000000e+00 5.745822143554687500e+01
9.470260337106177484e-15 2.807445049285888672e+00 4.362171888351440430e-02 0.000000000000000000e+00 5.745822143554687500e+01
-4.285693913698196411e-02 2.758224487304687500e+00 5.234606266021728516e-01 0.000000000000000000e+00 5.745822143554687500e+01
-1.279544681310653687e-01 2.742349863052368164e+00 5.888932347297668457e-01 0.000000000000000000e+00 5.745822143554687500e+01
1.938684582710266113e-01 3.113636016845703125e+00 -2.423428930342197418e-02 0.000000000000000000e+00 5.759072494506835938e+01
1.453355252742767334e-01 3.114864826202392578e+00 9.693715721368789673e-02 0.000000000000000000e+00 5.759072494506835938e+01
9.493948519229888916e-02 3.053992986679077148e+00 -6.300915479660034180e-01 0.000000000000000000e+00 5.759072494506835938e+01
1.033927802450646319e-14 3.065063953399658203e+00 -5.816229581832885742e-01 0.000000000000000000e+00 5.759072494506835938e+01
-4.846272990107536316e-02 3.119006872177124023e+00 -4.846857860684394836e-02 0.000000000000000000e+00 5.759072494506835938e+01
2.095228135585784912e-01 3.365053653717041016e+00 6.397852301597595215e-01 0.000000000000000000e+00 5.137951278686523438e+01
1.157301624053318906e-14 3.430804014205932617e+00 7.997315376996994019e-02 0.000000000000000000e+00 5.137951278686523438e+01
-5.279168486595153809e-02 3.397613763809204102e+00 4.798389375209808350e-01 0.000000000000000000e+00 5.137951278686523438e+01
5.232079029083251953e-01 3.705145120620727539e+00 1.163245886564254761e-01 0.000000000000000000e+00 4.263008117675781250e+01
-5.804987624287605286e-02 3.736025094985961914e+00 -2.326491773128509521e-01 0.000000000000000000e+00 4.263008117675781250e+01
3.647467374801635742e+00 1.755296111106872559e+00 2.520366013050079346e-01 0.000000000000000000e+00 3.493746948242187500e+01
6.750913262367248535e-01 4.292575359344482422e+00 -4.410640597343444824e-01 0.000000000000000000e+00 3.236064529418945312e+01
-7.752866297960281372e-02 4.989657878875732422e+00 1.163245886564254761e-01 0.000000000000000000e+00 2.769032096862792969e+01
-1.549824178218841553e-01 4.985441207885742188e+00 1.938743144273757935e-01 0.000000000000000000e+00 2.769032096862792969e+01
5.764976143836975098e-01 5.269590377807617188e+00 1.647931635379791260e-01 0.000000000000000000e+00 2.439462852478027344e+01
2.471822947263717651e-01 5.297668457031250000e+00 -4.119829088449478149e-02 0.000000000000000000e+00 2.439462852478027344e+01
1.623689085245132446e-01 5.223048210144042969e+00 9.063624143600463867e-01 0.000000000000000000e+00 2.439462852478027344e+01
-1.744394898414611816e-01 5.611331939697265625e+00 -1.308651566505432129e-01 0.000000000000000000e+00 3.149298477172851562e+01
-2.617303133010864258e-01 5.609465122222900391e+00 -1.578567340557201267e-15 0.000000000000000000e+00 3.149298477172851562e+01
1.177911520004272461e+00 5.711982250213623047e+00 -1.059038400650024414e+00 0.000000000000000000e+00 3.383852386474609375e+01
8.089704513549804688e-01 5.728799343109130859e+00 -1.289264202117919922e+00 0.000000000000000000e+00 3.383852386474609375e+01
7.294850945472717285e-01 5.823804378509521484e+00 -8.288127183914184570e-01 0.000000000000000000e+00 3.383852386474609375e+01
6.441456675529479980e-01 5.887940883636474609e+00 2.302257418632507324e-01 0.000000000000000000e+00 3.383852386474609375e+01
1.530218839645385742e+00 5.962720870971679688e+00 -1.017840147018432617e+00 0.000000000000000000e+00 3.127510070800781250e+01
1.259840846061706543e+00 6.109277248382568359e+00 1.454057395458221436e-01 0.000000000000000000e+00 3.127510070800781250e+01
8.724344372749328613e-01 6.178225040435791016e+00 -1.753963723494570120e-15 0.000000000000000000e+00 3.127510070800781250e+01
7.660810947418212891e-01 6.115966320037841797e+00 9.693715572357177734e-01 0.000000000000000000e+00 3.127510070800781250e+01
6.694707274436950684e-01 6.119429588317871094e+00 -1.017840147018432617e+00 0.000000000000000000e+00 3.127510070800781250e+01
5.705499649047851562e-01 6.094081401824951172e+00 -1.211714506149291992e+00 0.000000000000000000e+00 3.127510070800781250e+01
9.493948519229888916e-02 6.110198974609375000e+00 -1.260183095932006836e+00 0.000000000000000000e+00 3.127510070800781250e+01
8.053544759750366211e-01 6.429503440856933594e+00 -9.669481515884399414e-01 0.000000000000000000e+00 2.807043266296386719e+01
2.010962963104248047e-01 6.468822002410888672e+00 -1.017840147018432617e+00 0.000000000000000000e+00 2.807043266296386719e+01
2.208927078794012400e-14 6.548332691192626953e+00 2.035680264234542847e-01 0.000000000000000000e+00 2.807043266296386719e+01
-1.016734018921852112e-01 6.543586254119873047e+00 3.053520321846008301e-01 0.000000000000000000e+00 2.807043266296386719e+01
-3.004389703273773193e-01 6.439077854156494141e+00 -1.170516133308410645e+00 0.000000000000000000e+00 2.807043266296386719e+01
-4.071237742900848389e-01 6.538635730743408203e+00 -5.089200660586357117e-02 0.000000000000000000e+00 2.807043266296386719e+01
2.092016637325286865e-01 6.729553699493408203e+00 -1.332885861396789551e+00 0.000000000000000000e+00 2.471773529052734375e+01
2.281172890557583988e-14 6.762504100799560547e+00 -1.172939538955688477e+00 0.000000000000000000e+00 2.471773529052734375e+01
-1.066308692097663879e-01 6.862643718719482422e+00 -1.929360000552820566e-15 0.000000000000000000e+00 2.471773529052734375e+01
-3.198057413101196289e-01 6.854151248931884766e+00 1.599463075399398804e-01 0.000000000000000000e+00 2.471773529052734375e+01
