8.248887956142425537e-03 2.250591993331909180e+00 -6.030483841896057129e-01 2.200000000000000000e+01
1.200112048536539078e-02 3.125500917434691939e+00 5.455622076988220215e-02 4.500000000000000000e+01
1.031034905463456934e-02 2.568418741226195845e+00 -5.929709672927856445e-01 1.600000000000000000e+01
1.274780929088593050e-02 3.175616264343262163e+00 1.664283424615859985e-01 6.000000000000000000e+01
1.245880965143441980e-02 2.974304199218750000e+00 -5.781512856483459473e-01 1.200000000000000000e+01
1.385729759931563984e-02 3.175838470458983931e+00 2.778525054454802912e-01 6.600000000000000000e+01
1.612613536417483937e-02 3.553666114807128906e+00 -5.628511905670166016e-01 1.000000000000000000e+01
1.521975919604300932e-02 3.229709386825561968e+00 3.965628445148468018e-01 5.300000000000000000e+01
2.145850658416748047e-02 4.390971660614013672e+00 -5.391499996185302734e-01 1.000000000000000000e+01
1.681438274681568146e-02 3.107689619064331055e+00 -1.628694981336593905e-01 6.400000000000000000e+01
1.765610463917255055e-02 3.065482139587401900e+00 -5.350907891988754272e-02 6.100000000000000000e+01
1.609104499220848083e-02 2.248617649078369141e+00 -6.025307178497314453e-01 2.000000000000000000e+01
2.289642393589020122e-02 3.123440265655518022e+00 5.452131852507591248e-02 4.700000000000000000e+01
1.921724155545235027e-02 2.560572385787963867e+00 -5.911713838577270508e-01 1.600000000000000000e+01
2.392263524234294891e-02 3.187535762786864790e+00 1.670563668012619019e-01 6.000000000000000000e+01
2.290129847824573864e-02 2.982095479965209961e+00 -5.796777009963989258e-01 1.300000000000000000e+01
2.500554919242858887e-02 3.183740139007567915e+00 2.785497605800629217e-01 6.600000000000000000e+01
2.843549102544784893e-02 3.541736125946044922e+00 -5.609740018844604492e-01 1.000000000000000000e+01
2.655859105288982044e-02 3.237576723098754883e+00 3.975377976894379217e-01 5.800000000000000000e+01
3.686887770891190269e-02 4.400794982910156250e+00 -5.403686761856079102e-01 9.000000000000000000e+00
2.769769728183745991e-02 3.111606359481811968e+00 -1.630788445472717008e-01 1.230000000000000000e+02
2.843051776289939880e-02 3.073400259017943892e+00 -5.364869907498359680e-02 6.300000000000000000e+01
2.480994351208209991e-02 2.256266355514525923e+00 -6.046012639999389648e-01 2.000000000000000000e+01
3.495638445019721985e-02 3.129328012466431108e+00 5.462603271007537842e-02 4.400000000000000000e+01
2.900475263595581055e-02 2.556582450866699219e+00 -5.902715921401977539e-01 1.700000000000000000e+01
3.616168722510337830e-02 3.187420368194580078e+00 1.670563668012619019e-01 5.800000000000000000e+01
3.437414020299910805e-02 2.983948707580565962e+00 -5.800593495368957520e-01 1.300000000000000000e+01
3.720672056078910828e-02 3.181628227233887163e+00 2.783754467964171808e-01 6.500000000000000000e+01
4.201109707355499268e-02 3.539625644683837891e+00 -5.606611371040344238e-01 1.000000000000000000e+01
3.884633257985115051e-02 3.225541114807128906e+00 3.960753679275513250e-01 5.600000000000000000e+01
5.362089350819587708e-02 4.388711452484130859e+00 -5.389062166213989258e-01 1.000000000000000000e+01
3.936526551842690208e-02 3.089509010314940962e+00 -1.619274467229842862e-01 1.250000000000000000e+02
4.033599048852921226e-02 3.081266641616820845e+00 -5.378831550478935242e-02 6.500000000000000000e+01
3.274159878492355347e-02 2.260029315948485884e+00 -6.056365370750427246e-01 2.000000000000000000e+01
4.585024714469909668e-02 3.127187490463256836e+00 5.459112673997879028e-02 4.700000000000000000e+01
3.801544383168221214e-02 2.562311172485352007e+00 -5.916212797164916992e-01 1.500000000000000000e+01
4.705061018466948769e-02 3.171298503875731978e+00 1.662189960479736051e-01 6.000000000000000000e+01
4.476039111614227295e-02 2.981847524642943892e+00 -5.796777009963989258e-01 1.300000000000000000e+01
4.852421581745147705e-02 3.195424079895019975e+00 2.795956134796143133e-01 6.600000000000000000e+01
5.436643958091735840e-02 3.539457559585570845e+00 -5.606611371040344238e-01 1.000000000000000000e+01
5.025950819253922203e-02 3.235310077667235884e+00 3.972940742969512939e-01 5.700000000000000000e+01
6.869058310985565186e-02 4.372618675231933594e+00 -5.369563102722167969e-01 1.000000000000000000e+01
5.027909576892852783e-02 3.097340822219849077e+00 -1.623461395502089899e-01 1.300000000000000000e+02
5.109137296676635742e-02 3.081107139587401900e+00 -5.378831550478935242e-02 6.400000000000000000e+01
4.013277962803841331e-02 2.254113674163817915e+00 -6.040836572647094727e-01 1.900000000000000000e+01
5.650769546627997658e-02 3.143013238906859907e+00 5.487036705017089844e-02 4.600000000000000000e+01
4.651216417551041343e-02 2.562171220779418945e+00 -5.916212797164916992e-01 1.500000000000000000e+01
5.826662108302115700e-02 3.179102420806885210e+00 1.666376888751983920e-01 5.800000000000000000e+01
5.432451888918877342e-02 2.964016199111938032e+00 -5.762431621551513672e-01 1.200000000000000000e+01
5.904664099216461182e-02 3.191261529922484907e+00 2.792469859123229980e-01 6.800000000000000000e+01
6.617718189954757690e-02 3.543207883834838867e+00 -5.612868666648864746e-01 9.000000000000000000e+00
6.113756820559502342e-02 3.243064641952515093e+00 3.982690274715424139e-01 5.400000000000000000e+01
8.330362290143966675e-02 4.378321170806884766e+00 -5.376875400543212891e-01 1.000000000000000000e+01
6.094036251306533813e-02 3.117125749588013139e+00 -1.633928567171097079e-01 1.320000000000000000e+02
6.106970086693763733e-02 3.068924903869628906e+00 -5.357888713479042053e-02 6.300000000000000000e+01
4.775406792759895325e-02 2.242371320724486861e+00 -6.009778380393981934e-01 1.900000000000000000e+01
6.730680912733078003e-02 3.134799957275391069e+00 5.473074689507483742e-02 4.600000000000000000e+01
5.537118390202522278e-02 2.558096647262572798e+00 -5.907214879989624023e-01 1.500000000000000000e+01
6.962482631206512451e-02 3.190860509872436968e+00 1.672657132148742953e-01 5.800000000000000000e+01
6.488467752933502197e-02 2.973622560501099077e+00 -5.781512856483459473e-01 1.200000000000000000e+01
6.996680796146392822e-02 3.181076526641846147e+00 2.783754467964171808e-01 6.900000000000000000e+01
7.858866453170776367e-02 3.544930219650268999e+00 -5.615997314453125000e-01 1.000000000000000000e+01
